"","H1.Bulk.28.FD.mapped.bam","H1.Bulk.29.mapped.bam","H1.Bulk.30.mapped.bam","H1.Bulk.Litter.4.mapped.bam","H1.Bulk.Litter.5.mapped.bam","H1.Bulk.Litter.6.mapped.bam","H1.Rhizo.25.mapped.bam","H1.Rhizo.26.FD.mapped.bam","H1.Rhizo.27.mapped.bam","H1.Rhizo.Litter.1.mapped.bam","H1.Rhizo.Litter.2.mapped.bam","H1.Rhizo.Litter.3.mapped.bam","H2.Bulk.34.mapped.bam","H2.Bulk.35.mapped.bam","H2.Bulk.36.mapped.bam","H2.Bulk.Litter.10.mapped.bam","H2.Bulk.Litter.11.mapped.bam","H2.Bulk.Litter.12.mapped.bam","H2.Bulk.Litter.50.mapped.bam","H2.Rhizo.31.mapped.bam","H2.Rhizo.32.mapped.bam","H2.Rhizo.33.mapped.bam","H2.Rhizo.Litter.49.mapped.bam","H2.Rhizo.Litter.7.mapped.bam","H2.Rhizo.Litter.8.mapped.bam","H2.Rhizo.Litter.9.mapped.bam","H3.Bulk.40.mapped.bam","H3.Bulk.41.mapped.bam","H3.Bulk.42.mapped.bam","H3.Bulk.Litter.16.mapped.bam","H3.Bulk.Litter.17.mapped.bam","H3.Rhizo.37.mapped.bam","H3.Rhizo.39.mapped.bam","H3.Rhizo.Litter.13.mapped.bam","H3.Rhizo.Litter.14.mapped.bam","H3.Rhizo.Litter.15.mapped.bam","H4.Bulk.46.mapped.bam","H4.Bulk.47.mapped.bam","H4.Bulk.48.mapped.bam","H4.Bulk.Litter.22.mapped.bam","H4.Bulk.Litter.23.mapped.bam","H4.Bulk.Litter.24.mapped.bam","H4.Rhizo.43.mapped.bam","H4.Rhizo.44.mapped.bam","H4.Rhizo.45.mapped.bam","H4.Rhizo.Litter.19.mapped.bam","H4.Rhizo.Litter.20.mapped.bam","H4.Rhizo.Litter.21.mapped.bam"
"H2_Rhizo_Litter_49_scaffold_50857_1",15,13,14,8,5,9,5,6,3,6,7,6,13,6,3,3,10,7,4,5,7,13,22,9,8,1,12,16,8,12,7,5,0,7,10,7,14,17,9,15,4,8,9,4,15,8,8,12
"H2_Rhizo_Litter_49_scaffold_50885_1",9,8,6,5,5,0,6,6,1,2,5,3,9,4,5,1,4,1,1,4,5,4,14,1,2,0,2,4,3,3,4,5,0,3,6,0,8,15,5,5,0,9,13,11,13,10,5,4
"H2_Rhizo_Litter_49_scaffold_50903_1",7,6,5,3,0,1,2,2,2,0,3,5,2,12,2,1,2,1,1,2,6,4,16,4,1,2,2,1,4,3,6,2,0,1,8,3,8,5,6,4,2,5,2,5,7,9,5,10
"H2_Rhizo_Litter_49_scaffold_50931_1",0,0,0,0,0,0,16,7,1,2,12,24,0,0,0,0,0,0,0,2,6,8,1,0,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"H2_Rhizo_Litter_49_scaffold_50990_1",38,31,25,22,20,18,37,29,29,17,32,17,32,29,7,16,22,26,26,19,46,24,99,18,19,1,43,35,39,33,55,21,0,21,21,19,97,58,44,66,57,47,55,49,60,45,73,35
"H2_Rhizo_Litter_49_scaffold_51182_1",0,1,2,2,0,0,1,4,1,0,1,0,0,14,0,0,1,0,8,0,2,2,13,1,1,0,2,2,0,1,1,4,0,0,2,1,6,4,2,5,4,4,10,4,7,6,11,10
"H2_Rhizo_Litter_49_scaffold_5119_2",2,2,0,9,9,2,1,1,3,2,7,4,4,4,4,10,6,6,13,6,0,3,48,2,1,0,0,2,0,7,3,3,0,3,2,3,19,20,9,29,19,13,32,12,10,29,21,12
"H2_Rhizo_Litter_49_scaffold_51220_1",0,1,1,0,1,2,2,1,3,0,1,1,4,7,1,0,2,0,5,0,1,2,45,1,1,0,1,1,2,1,0,2,0,1,2,0,11,18,11,18,9,11,10,11,8,10,12,11
"H2_Rhizo_Litter_49_scaffold_51449_1",2,3,2,0,3,3,4,7,2,0,0,1,5,2,9,0,4,2,0,4,6,2,11,0,0,0,2,4,2,5,4,6,0,0,2,1,9,4,6,2,2,7,6,2,7,2,4,3
"H2_Rhizo_Litter_49_scaffold_51764_1",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
"H2_Rhizo_Litter_49_scaffold_52078_1",4,6,4,5,2,2,2,1,4,3,6,5,7,10,3,3,5,5,7,6,7,6,19,5,8,4,6,6,4,7,5,1,2,7,8,2,3,8,4,5,2,3,3,3,4,7,3,5
"H2_Rhizo_Litter_49_scaffold_52179_1",0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,1,3,0,37,0,0,0,0,0,1,0,1,0,0,0,1,0,2,10,10,11,9,8,8,8,5,12,5,1
"H2_Rhizo_Litter_49_scaffold_52379_1",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,11,0,0,0,1,1,0,0,0,3,0,1,0,0,5,13,6,2,4,4,4,13,10,6,4,3
"H2_Rhizo_Litter_49_scaffold_52454_1",4,2,5,1,2,2,2,5,1,0,3,2,2,5,3,0,5,0,5,3,5,5,24,4,2,0,7,8,4,1,6,5,0,1,1,2,7,3,6,4,3,6,5,2,8,5,6,1
"H2_Rhizo_Litter_49_scaffold_52679_1",44,40,31,27,34,18,43,29,38,9,35,22,52,49,33,23,50,37,19,38,38,35,57,28,29,2,35,58,31,41,46,24,0,16,42,12,32,28,27,18,16,28,22,22,36,28,10,19
"H2_Rhizo_Litter_49_scaffold_52848_1",2,5,7,0,3,0,7,2,8,4,9,1,0,1,4,0,1,2,2,1,2,3,34,2,1,0,1,2,4,1,2,2,0,1,3,7,25,13,14,10,3,11,8,5,10,5,4,2
"H2_Rhizo_Litter_49_scaffold_528_6",0,0,0,4,5,0,0,0,0,4,3,3,0,0,0,1,0,1,1,0,0,0,10,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,2,1
"H2_Rhizo_Litter_49_scaffold_52949_2",3,4,1,0,0,0,0,2,4,0,0,0,1,4,4,0,0,0,3,0,1,0,9,0,0,0,2,0,2,0,1,2,0,0,1,0,1,7,4,6,2,8,4,9,7,2,3,2
"H2_Rhizo_Litter_49_scaffold_53004_1",0,3,1,0,1,1,1,0,0,0,1,0,0,3,0,1,0,0,4,0,0,2,26,0,0,0,0,0,0,0,0,1,0,0,1,0,2,6,3,2,0,2,2,4,2,0,2,1
"H2_Rhizo_Litter_49_scaffold_53177_1",0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,16,0,3,0,39,1,0,0,1,1,0,1,1,0,0,0,4,0,4,4,1,18,5,13,4,2,4,16,20,14
"H2_Rhizo_Litter_49_scaffold_53208_2",7,7,3,9,3,12,5,6,5,1,12,15,6,8,4,5,8,3,6,8,5,7,11,2,0,2,6,7,3,0,9,2,0,1,4,2,3,6,1,0,1,2,3,1,2,1,1,1
"H2_Rhizo_Litter_49_scaffold_53321_1",8,5,7,3,2,3,3,5,9,0,0,0,14,11,7,6,8,4,5,9,9,6,15,5,4,0,14,8,10,7,5,4,0,0,2,1,3,2,1,1,3,3,1,2,3,2,2,0
"H2_Rhizo_Litter_49_scaffold_53453_1",5,5,4,3,5,2,6,7,4,2,4,4,4,6,3,3,7,5,4,2,11,2,10,3,2,0,4,1,5,5,6,3,0,2,3,1,16,12,6,13,7,13,19,8,10,6,6,8
"H2_Rhizo_Litter_49_scaffold_53515_1",5,11,5,1,3,3,0,5,6,1,1,2,4,8,2,4,0,1,4,5,9,6,13,1,2,0,2,3,1,1,4,2,0,2,1,0,4,8,0,3,2,4,4,2,8,1,4,7
"H2_Rhizo_Litter_49_scaffold_53608_1",15,13,3,5,7,2,15,11,6,5,13,10,16,10,1,5,5,9,9,7,14,14,64,4,6,0,16,8,9,5,28,8,0,1,6,8,33,21,28,10,11,22,18,18,34,16,17,7
"H2_Rhizo_Litter_49_scaffold_53717_1",7,9,3,4,3,4,5,7,5,4,1,4,6,6,5,2,8,3,4,11,10,1,20,2,5,0,5,7,4,3,5,7,0,3,7,2,10,12,13,14,9,8,6,16,12,9,8,10
"H2_Rhizo_Litter_49_scaffold_53765_1",3,3,1,1,1,1,0,1,6,1,3,4,4,2,5,1,5,1,2,4,5,4,8,1,2,0,5,5,2,0,3,6,0,4,0,3,3,2,7,3,2,8,6,1,5,1,3,4
"H2_Rhizo_Litter_49_scaffold_53827_1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,1,2,0,1,0
"H2_Rhizo_Litter_49_scaffold_53983_1",0,3,0,0,1,1,2,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_54051_1",22,22,19,23,21,11,33,22,21,14,15,12,12,11,23,5,20,21,17,9,20,19,49,12,9,1,15,24,17,13,12,6,0,7,5,3,76,45,25,29,18,25,25,27,42,20,16,16
"H2_Rhizo_Litter_49_scaffold_54221_1",0,0,0,0,5,2,1,0,0,0,1,2,0,1,0,3,6,3,3,2,2,2,31,0,4,2,1,0,3,0,4,0,0,2,1,1,1,0,1,6,3,0,6,2,1,10,7,3
"H2_Rhizo_Litter_49_scaffold_5445_2",1,6,2,0,1,1,8,6,3,1,5,2,6,4,11,2,3,0,5,2,4,3,11,5,0,0,4,3,2,1,1,2,0,1,1,3,4,7,7,1,1,6,7,0,8,7,4,4
"H2_Rhizo_Litter_49_scaffold_54518_2",0,0,0,2,7,3,0,0,0,1,2,2,0,0,0,5,2,0,2,1,0,0,5,4,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,2,0,1,0,0,0,0,0,1
"H2_Rhizo_Litter_49_scaffold_54585_2",14,6,11,4,9,4,10,7,8,3,8,8,11,12,6,1,8,9,8,10,9,17,17,2,4,0,6,8,7,4,3,12,0,6,8,2,36,17,16,8,10,10,2,28,25,9,10,5
"H2_Rhizo_Litter_49_scaffold_54588_2",43,53,31,17,22,20,48,38,34,15,39,31,47,39,16,24,42,34,15,34,35,30,64,18,13,1,55,53,43,34,63,8,0,17,27,23,40,18,18,13,11,31,27,22,39,15,18,18
"H2_Rhizo_Litter_49_scaffold_54603_1",3,2,1,0,1,0,4,3,3,0,1,1,8,2,0,0,4,2,2,3,7,9,48,2,2,1,9,2,2,3,4,5,0,2,2,2,9,9,21,9,11,15,22,17,13,7,7,7
"H2_Rhizo_Litter_49_scaffold_54848_1",0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,3,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,8,6,0,13,5,9,5,0,3,6,9,7
"H2_Rhizo_Litter_49_scaffold_54901_1",7,11,9,6,2,4,11,8,3,1,5,4,5,10,2,3,3,6,2,5,5,6,9,9,1,0,7,6,7,10,12,0,0,7,10,5,9,3,5,8,3,4,2,5,2,1,3,1
"H2_Rhizo_Litter_49_scaffold_55256_2",0,0,0,0,3,5,9,5,3,5,3,3,0,0,0,5,2,2,3,3,1,1,8,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,2,0,1,3,2,2,1,0
"H2_Rhizo_Litter_49_scaffold_55417_2",0,2,1,0,1,1,1,0,0,2,0,1,0,1,1,1,2,3,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
"H2_Rhizo_Litter_49_scaffold_55424_1",1,0,2,0,1,0,0,1,0,2,0,0,0,1,0,2,0,0,0,3,0,1,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"H2_Rhizo_Litter_49_scaffold_55437_2",1,1,1,3,2,1,0,5,1,1,2,1,2,1,4,2,1,0,2,0,5,3,8,2,2,0,2,2,2,1,2,5,0,1,2,0,8,3,2,1,3,3,5,3,0,3,1,3
"H2_Rhizo_Litter_49_scaffold_55797_1",3,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0
"H2_Rhizo_Litter_49_scaffold_56035_1",0,1,2,3,6,1,0,0,0,2,2,1,0,1,0,2,3,2,7,0,1,2,13,0,1,0,0,0,1,2,2,0,0,2,0,1,1,1,2,2,0,2,1,2,4,1,4,2
"H2_Rhizo_Litter_49_scaffold_56110_1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_56232_1",0,5,1,4,6,5,6,3,3,4,7,9,3,0,1,5,5,5,6,1,4,2,18,7,4,1,4,5,2,8,5,3,0,2,4,0,0,5,2,3,2,3,10,13,7,2,1,2
"H2_Rhizo_Litter_49_scaffold_56387_1",13,20,14,3,13,5,21,12,19,1,15,13,10,13,27,8,12,5,17,13,18,15,40,17,11,0,19,8,13,7,18,18,0,7,11,6,27,25,17,23,3,18,13,16,16,19,6,14
"H2_Rhizo_Litter_49_scaffold_56566_1",7,9,16,6,9,5,6,12,15,1,7,6,17,18,15,6,8,9,7,6,41,31,52,27,14,1,11,19,9,10,8,40,0,5,11,6,9,8,16,10,7,21,19,17,23,28,13,30
"H2_Rhizo_Litter_49_scaffold_56854_1",4,1,3,0,0,0,1,3,3,0,0,0,2,4,4,1,0,1,2,3,3,1,11,5,0,0,1,0,1,0,0,1,0,0,0,0,5,4,6,3,1,2,1,5,6,4,2,3
"H2_Rhizo_Litter_49_scaffold_56865_1",24,16,10,7,16,10,25,13,13,10,17,5,20,15,18,4,12,13,9,15,21,22,36,8,12,0,14,15,16,20,23,23,0,9,23,6,27,33,25,20,22,14,25,15,27,19,28,8
"H2_Rhizo_Litter_49_scaffold_56924_1",15,11,4,3,1,0,8,10,4,0,5,3,8,8,10,4,4,4,8,3,8,3,29,2,1,0,5,6,5,10,2,16,0,2,5,1,14,23,21,44,11,39,12,36,23,29,23,23
"H2_Rhizo_Litter_49_scaffold_57239_1",4,2,2,2,0,1,0,0,2,0,2,2,5,2,0,1,4,1,3,0,8,0,7,0,0,0,4,8,2,1,3,0,0,2,0,2,14,8,4,3,7,8,3,4,2,5,4,4
"H2_Rhizo_Litter_49_scaffold_57402_2",1,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_57600_1",26,25,17,10,11,13,18,14,11,1,8,6,15,20,19,12,10,13,3,13,19,20,21,8,2,0,14,19,20,16,18,16,0,5,14,3,10,13,13,8,5,6,19,4,16,6,13,5
"H2_Rhizo_Litter_49_scaffold_57641_2",31,28,14,8,24,7,26,17,22,9,21,17,26,28,33,7,24,10,15,21,20,32,41,16,15,1,25,26,17,9,17,17,0,4,14,10,32,22,24,17,10,16,13,19,28,14,14,11
"H2_Rhizo_Litter_49_scaffold_57693_1",1,2,2,5,6,0,4,2,4,1,4,1,0,3,0,1,3,3,1,2,4,4,8,0,3,1,7,5,2,4,6,2,0,2,4,2,3,7,4,5,0,3,11,4,3,6,1,4
"H2_Rhizo_Litter_49_scaffold_58095_1",13,14,5,4,7,1,11,13,8,5,10,2,10,13,28,10,10,11,6,14,8,9,20,7,6,0,18,13,14,4,4,13,0,6,8,9,15,10,13,6,1,12,5,2,20,7,6,6
"H2_Rhizo_Litter_49_scaffold_5813_1",25,18,19,31,30,25,22,28,31,20,30,18,44,16,18,28,28,37,26,37,36,31,102,34,17,2,22,32,27,27,69,12,0,21,29,19,60,25,31,78,42,55,51,57,57,58,44,25
"H2_Rhizo_Litter_49_scaffold_58141_1",16,12,8,8,11,2,11,5,8,3,8,5,14,6,14,8,7,1,7,14,10,10,15,7,3,0,13,21,12,3,9,10,0,3,8,4,8,12,4,5,2,13,2,3,5,9,7,4
"H2_Rhizo_Litter_49_scaffold_5820_2",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,4,6,3,5,5,4,1,0
"H2_Rhizo_Litter_49_scaffold_58442_2",8,11,6,4,4,2,11,5,8,2,2,13,6,7,1,5,13,2,4,3,3,7,9,4,1,0,7,11,5,8,6,2,0,3,7,4,4,3,0,3,2,5,3,4,6,6,2,6
"H2_Rhizo_Litter_49_scaffold_58448_1",10,8,4,11,9,6,8,10,10,3,7,6,14,10,5,3,11,4,8,14,14,8,19,12,7,0,10,14,9,10,15,2,0,4,8,5,8,7,6,1,7,11,13,13,13,5,6,7
"H2_Rhizo_Litter_49_scaffold_5851_3",6,2,4,2,9,3,10,11,13,3,4,4,8,10,2,5,4,4,6,13,2,10,20,4,10,0,15,8,13,11,11,0,0,4,5,3,14,4,6,2,7,6,8,2,4,4,2,6
"H2_Rhizo_Litter_49_scaffold_5877_2",2,0,0,13,11,7,4,2,0,14,44,44,0,0,0,3,2,3,2,1,5,0,38,9,3,0,0,0,0,3,12,1,0,1,3,2,1,2,1,5,9,5,7,25,2,5,7,6
"H2_Rhizo_Litter_49_scaffold_58780_1",1,1,2,0,0,0,0,3,6,2,1,1,3,2,2,2,0,0,4,8,6,4,68,3,2,0,22,7,2,0,5,9,0,0,1,0,5,12,4,30,7,18,7,20,6,16,4,8
"H2_Rhizo_Litter_49_scaffold_58852_1",1,0,4,0,3,0,0,1,2,0,0,0,1,3,3,1,0,0,0,3,2,2,20,1,1,0,10,1,0,0,1,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_5911_1",0,0,0,0,2,3,0,0,0,2,0,4,0,0,0,3,0,1,2,0,0,0,18,3,0,0,0,0,0,0,6,0,0,0,4,0,0,1,0,0,0,1,0,2,0,1,0,1
"H2_Rhizo_Litter_49_scaffold_59314_1",0,2,2,1,2,1,1,0,0,0,2,1,1,1,2,1,2,0,2,3,3,1,20,0,2,0,0,1,2,3,1,0,0,1,2,0,6,20,10,18,12,10,7,6,3,9,3,9
"H2_Rhizo_Litter_49_scaffold_59353_1",0,0,0,0,0,0,0,2,1,2,1,0,0,2,2,0,0,0,0,1,2,1,8,1,7,0,1,0,0,2,0,5,0,0,0,2,0,0,0,5,0,0,0,2,3,3,1,1
"H2_Rhizo_Litter_49_scaffold_59438_1",0,0,0,1,0,0,0,1,0,1,3,0,0,2,0,0,1,0,1,0,1,1,43,1,0,0,0,0,0,0,0,2,0,0,0,0,4,10,9,11,5,3,6,5,6,5,6,0
"H2_Rhizo_Litter_49_scaffold_59557_1",0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,2,1,9,1,2,1,6,2,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,1,2,0,0
"H2_Rhizo_Litter_49_scaffold_59847_1",10,8,6,5,7,6,4,7,7,4,2,2,8,5,13,4,10,4,2,5,5,6,25,6,4,0,5,2,11,5,18,7,0,1,9,2,6,10,10,9,1,18,9,6,10,6,2,9
"H2_Rhizo_Litter_49_scaffold_59929_1",1,1,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,2,2,0,1
"H2_Rhizo_Litter_49_scaffold_60238_2",22,17,10,14,22,8,23,33,18,8,24,21,14,11,6,7,8,16,15,23,16,20,116,12,12,2,24,24,9,15,22,2,0,16,18,7,8,6,5,9,6,15,12,9,20,24,8,6
"H2_Rhizo_Litter_49_scaffold_60316_1",0,0,0,0,0,0,0,3,1,0,2,1,0,3,3,1,1,0,0,1,3,3,16,1,2,0,3,3,1,1,6,1,0,0,2,0,4,7,6,2,1,4,5,6,3,6,5,2
"H2_Rhizo_Litter_49_scaffold_60434_1",14,4,6,0,6,6,15,13,3,4,11,8,12,13,9,5,6,4,4,8,11,12,20,3,7,0,17,14,7,10,6,5,0,1,9,4,7,9,4,9,3,12,8,7,15,8,8,14
"H2_Rhizo_Litter_49_scaffold_60812_1",5,7,4,3,1,2,3,5,1,0,1,3,3,6,0,2,8,3,0,2,7,5,13,2,3,3,2,0,4,2,5,0,0,0,8,0,12,12,7,5,7,2,7,3,5,1,5,7
"H2_Rhizo_Litter_49_scaffold_60867_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_60941_1",0,0,0,2,4,9,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,14,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,1,2,10,2,1,9,1,0
"H2_Rhizo_Litter_49_scaffold_61001_1",0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,8,0,1,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,17,12,9,9,11,19,10,4,10,10,5,7
"H2_Rhizo_Litter_49_scaffold_61099_2",25,44,9,17,23,7,43,21,27,7,26,16,19,22,45,21,10,5,10,16,22,22,82,18,16,1,16,27,15,14,28,39,0,7,5,11,44,42,23,22,14,23,42,32,40,18,17,10
"H2_Rhizo_Litter_49_scaffold_61169_2",0,1,0,0,2,2,0,0,0,0,2,1,1,4,0,1,0,0,0,1,1,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,3,1,3,0,0,1,1,1,3,1,0,1
"H2_Rhizo_Litter_49_scaffold_61332_2",6,5,4,2,2,1,0,1,0,0,1,0,1,11,1,1,0,0,6,2,0,4,6,0,2,0,2,2,0,1,1,0,0,0,0,0,3,3,4,3,11,6,0,2,3,1,0,1
"H2_Rhizo_Litter_49_scaffold_61437_1",0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_6147_5",0,1,0,1,1,1,1,2,0,2,1,2,0,0,0,0,0,2,0,1,0,0,5,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0
"H2_Rhizo_Litter_49_scaffold_61751_1",1,0,0,0,0,1,0,1,0,0,0,1,3,2,0,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,2,1,1,0,5,0,2,0,2,1,1,1,0
"H2_Rhizo_Litter_49_scaffold_61934_1",3,1,3,6,3,10,3,2,0,4,4,5,1,3,2,9,8,12,3,4,2,4,7,1,11,0,2,2,2,2,4,0,0,5,6,4,2,0,0,0,0,2,1,1,3,2,3,2
"H2_Rhizo_Litter_49_scaffold_62053_1",9,7,7,3,3,1,10,10,10,2,5,3,7,6,7,2,5,4,5,2,11,6,13,3,4,3,5,10,2,3,7,5,0,7,6,1,1,3,3,4,4,4,2,4,2,2,2,2
"H2_Rhizo_Litter_49_scaffold_62272_1",4,7,6,1,0,4,10,3,8,0,1,5,0,3,3,1,2,0,0,10,8,6,17,3,6,0,11,5,3,3,7,4,0,1,5,0,10,10,5,6,0,4,8,4,6,14,6,1
"H2_Rhizo_Litter_49_scaffold_6229_1",87,90,72,34,61,31,78,56,78,30,68,52,52,59,41,49,39,20,46,80,65,79,255,51,34,2,94,103,73,48,108,30,0,19,36,32,104,130,110,114,36,152,94,96,103,78,49,106
"H2_Rhizo_Litter_49_scaffold_62305_1",3,5,4,1,2,1,3,1,7,0,2,0,3,6,3,3,4,5,4,8,3,7,20,0,4,0,4,6,1,4,0,7,0,3,4,4,3,6,3,2,1,6,1,2,6,4,3,3
"H2_Rhizo_Litter_49_scaffold_62330_1",7,1,0,1,3,0,2,4,5,0,0,3,9,6,4,1,9,2,2,3,5,6,16,1,1,0,13,19,5,4,4,8,0,2,2,2,9,4,1,5,1,1,1,0,5,0,3,3
"H2_Rhizo_Litter_49_scaffold_6244_3",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,2,1,3,2,1,0,0,0,0,0,3,2,1,1,1,1,1,3,1,2,1,1
"H2_Rhizo_Litter_49_scaffold_62493_1",2,7,6,0,0,2,1,2,4,0,3,2,2,58,6,6,3,1,29,1,19,12,155,3,4,0,1,3,2,0,10,15,0,0,1,3,415,226,128,284,401,166,85,96,73,129,195,65
"H2_Rhizo_Litter_49_scaffold_62503_1",2,1,0,0,0,1,0,0,0,0,0,0,3,6,1,1,2,0,0,1,6,1,33,0,0,0,1,0,1,0,1,2,0,1,0,0,3,5,7,4,0,10,8,3,6,6,2,6
"H2_Rhizo_Litter_49_scaffold_62734_2",2,3,1,1,1,1,2,3,3,1,1,2,2,3,5,2,4,1,2,2,8,2,9,3,0,0,2,3,3,2,2,0,0,0,2,0,7,2,3,6,2,6,12,7,10,4,3,2
"H2_Rhizo_Litter_49_scaffold_62748_1",2,0,3,1,2,0,0,2,6,2,2,2,0,2,1,0,1,0,0,1,1,2,11,1,0,0,0,2,2,1,0,2,0,0,2,1,2,3,1,1,1,5,1,1,2,1,1,2
"H2_Rhizo_Litter_49_scaffold_62802_2",1,1,6,3,2,3,1,5,4,3,1,0,2,5,2,3,4,2,2,3,6,2,25,2,1,1,3,7,8,2,6,7,0,3,4,3,8,5,3,5,6,7,8,7,6,2,5,2
"H2_Rhizo_Litter_49_scaffold_63033_1",0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,1,2,1,2,0,9,0,0,0,2,6,1,1,1,3,0,0,0,4,5,2,0,8,2,4,3,2,2,4,4,6
"H2_Rhizo_Litter_49_scaffold_63034_1",0,0,0,1,7,1,0,0,0,0,1,3,0,0,0,5,1,0,5,0,0,0,13,2,2,0,0,0,0,3,3,0,0,1,3,2,0,0,0,0,0,1,0,0,1,0,0,0
"H2_Rhizo_Litter_49_scaffold_63160_2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,4,1,1,1,2,0,0
"H2_Rhizo_Litter_49_scaffold_63208_1",0,0,0,1,1,0,2,3,1,0,0,1,2,1,1,1,1,4,0,0,3,0,8,1,1,0,0,5,0,1,2,1,0,0,0,2,1,1,4,1,1,2,4,2,3,0,1,2
"H2_Rhizo_Litter_49_scaffold_63327_1",3,5,1,1,1,1,1,2,1,0,4,1,4,8,1,0,2,1,3,1,4,4,34,4,0,0,3,2,1,2,1,4,0,2,1,0,10,5,10,5,5,12,12,5,5,8,7,9
"H2_Rhizo_Litter_49_scaffold_63352_1",0,2,1,0,0,1,1,2,1,0,0,0,1,0,0,1,0,0,0,2,4,1,11,0,0,0,3,0,0,0,2,1,0,0,0,1,1,1,1,0,0,4,1,0,1,0,0,0
"H2_Rhizo_Litter_49_scaffold_63503_1",10,11,5,6,8,3,3,6,5,0,4,1,11,10,23,8,8,5,4,10,6,6,28,2,3,0,10,10,15,11,14,8,0,2,6,4,20,11,18,9,7,8,14,4,8,6,11,7
"H2_Rhizo_Litter_49_scaffold_6358_1",11,16,13,8,7,4,8,11,10,2,10,8,6,8,10,8,2,1,9,3,7,13,31,6,5,0,7,6,8,8,10,12,0,0,6,3,13,14,14,9,7,6,13,9,13,8,11,8
